學年度,縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,男學生數,女學生數,原住民學生比率,上學年男畢業生數,上學年女畢業生數
111,[16]澎湖縣,西嶼鄉,國小,164636,縣立內垵國小,公立,特偏,[881]澎湖縣西嶼鄉內垵村229號,(06)9981107,http://www.naps.phc.edu.tw,6,15,14,6.9,4,1
111,[16]澎湖縣,西嶼鄉,國小,164637,縣立外垵國小,公立,特偏,[881]澎湖縣西嶼鄉外垵村29號之3,(06)9981176,http://www.wips.phc.edu.tw,6,20,24,0,6,10
111,[16]澎湖縣,望安鄉,國小,164638,縣立望安國小,公立,特偏,[882]澎湖縣望安鄉西安村46號,(06)9991006,http://www.waps.phc.edu.tw,6,7,5,0,2,1
111,[16]澎湖縣,望安鄉,國小,164639,縣立將軍國小,公立,特偏,[882]澎湖縣望安鄉將軍村12-8號,(06)9902065,http://www.jjps.phc.edu.tw,5,6,3,0,0,2
111,[16]澎湖縣,望安鄉,國小,164641,縣立花嶼國小,公立,極偏,[882]澎湖縣望安鄉花嶼村2號,(06)9991740,http://www.hyps.phc.edu.tw,4,2,5,0,1,2
111,[16]澎湖縣,七美鄉,國小,164643,縣立七美國小,公立,特偏,[883]澎湖縣七美鄉中和村4鄰1號,(06)9971003,http://www.cmps.phc.edu.tw,6,19,10,0,2,1
111,[16]澎湖縣,七美鄉,國小,164644,縣立雙湖國小,公立,特偏,[883]澎湖縣七美鄉西湖村七鄰9號,(06)9971018,http://www.tlps.phc.edu.tw,6,20,20,2.5,1,3
111,[16]澎湖縣,馬公市,國小,164645,縣立文澳國小,公立,偏遠,[880]澎湖縣馬公市西文里文學路221號,(06)9212412,http://www.wops.phc.edu.tw,27,343,319,1.06,49,49
111,[16]澎湖縣,馬公市,國小,164646,縣立文光國小,公立,偏遠,[880]澎湖縣馬公市光榮里三多路450號,(06)9264181,http://www.wgps.phc.edu.tw,7,70,55,5.6,9,7
111,[71]金門縣,金湖鎮,國小,714601,縣立金湖國小,公立,偏遠,[891]金門縣金湖鎮新市里林森路12號,(082)335977,http://www.khes.km.edu.tw,26,303,298,3.16,38,51
111,[71]金門縣,金寧鄉,國小,714602,縣立金寧國(中)小,公立,偏遠,[892]金門縣金寧鄉安岐1號,(082)322535,http://www.cnjh.km.edu.tw/,6,47,37,3.57,7,5
111,[71]金門縣,金城鎮,國小,714603,縣立中正國小,公立,偏遠,[893]金門縣金城鎮珠浦北路38號,(082)325645,http://www.jjes.km.edu.tw,50,624,553,0.42,91,94
111,[71]金門縣,金城鎮,國小,714604,縣立賢庵國小,公立,偏遠,[893]金門縣金城鎮賢厝村庵前18之2號,(082)325463,https://sites.google.com/a/cnc.km.edu.tw/saps/,12,126,91,0.92,16,14
111,[71]金門縣,金城鎮,國小,714605,縣立古城國小,公立,偏遠,[893]金門縣金城鎮古城村大古崗100號,(082)325274,http://www.gcps.km.edu.tw,6,68,45,0,7,12
111,[71]金門縣,金湖鎮,國小,714606,縣立開瑄國小,公立,偏遠,[891]金門縣金湖鎮瓊林里中興崗9-1號,(082)332165,http://www.ksps.km.edu.tw,12,116,109,0.44,20,9
111,[71]金門縣,金湖鎮,國小,714607,縣立柏村國小,公立,偏遠,[891]金門縣金湖鎮料羅村新塘10號,(082)332465,http://www.btps.km.edu.tw,6,56,40,1.04,6,7
111,[71]金門縣,金沙鎮,國小,714608,縣立多年國小,公立,偏遠,[890]金門縣金沙鎮環島東路4段600號,(082)332470,http://www.dnes.km.edu.tw,6,47,46,0,8,6
111,[71]金門縣,金沙鎮,國小,714609,縣立金沙國小,公立,偏遠,[890]金門縣金沙鎮汶沙里后浦頭117號,(082)352569,https://kses.km.edu.tw/,12,92,106,1.52,16,14
111,[71]金門縣,金沙鎮,國小,714610,縣立何浦國小,公立,偏遠,[890]金門縣金沙鎮浦山里下塘頭39號,(082)352455,http://www.hpps.km.edu.tw,6,42,40,1.22,5,8
111,[71]金門縣,金沙鎮,國小,714611,縣立安瀾國小,公立,偏遠,[890]金門縣金沙鎮碧山村81號,(082)352861,https://alps.km.edu.tw/,6,30,26,3.57,4,7
111,[71]金門縣,金沙鎮,國小,714612,縣立述美國小,公立,偏遠,[890]金門縣金沙鎮沙青路999號,(082)352860,http://www.smps.km.edu.tw,6,40,23,9.52,6,5
111,[71]金門縣,金寧鄉,國小,714613,縣立古寧國小,公立,偏遠,[892]金門縣金寧鄉古寧村北山1號,(082)325750,http://www.gnes.km.edu.tw,6,34,36,0,8,8
111,[71]金門縣,金寧鄉,國小,714614,縣立金鼎國小,公立,偏遠,[892]金門縣金寧鄉盤山村下堡123號,(082)325700,https://cdps.km.edu.tw/,17,189,173,1.38,33,19
111,[71]金門縣,烈嶼鄉,國小,714615,縣立卓環國小,公立,特偏,[894]金門縣烈嶼鄉西路23號,(082)362124,http://www.jhes.km.edu.tw,7,48,49,0,11,4
111,[71]金門縣,烈嶼鄉,國小,714616,縣立上岐國小,公立,特偏,[894]金門縣烈嶼鄉青岐123號,(082)362409,http://tw.school.uschoolnet.com/?id=es00003410,6,35,28,0,4,5
111,[71]金門縣,金寧鄉,國小,714618,縣立湖埔國小,公立,偏遠,[892]金門縣金寧鄉湖下196號,(082)326424,http://www.hupu.km.edu.tw/,9,83,84,1.8,6,5
111,[71]金門縣,金湖鎮,國小,714619,縣立正義國小,公立,偏遠,[891]金門縣金湖鎮正義里成功129號,(082)332734,https://jyps.km.edu.tw/,6,24,28,0,6,3
111,[71]金門縣,烈嶼鄉,國小,714620,縣立西口國小,公立,特偏,[894]金門縣烈嶼鄉西口村西方69號,(082)362411,https://sites.google.com/a/dns.hkes.km.edu.tw/101/,6,29,30,0,2,11
111,[72]連江縣,南竿鄉,國小,724601,縣立介壽國(中)小,公立,偏遠,[209]連江縣南竿鄉介壽村13號,(0836)22192,http://www.jsps.matsu.edu.tw,12,110,101,3.79,12,14
111,[72]連江縣,南竿鄉,國小,724602,縣立中正國(中)小,公立,偏遠,[209]連江縣南竿鄉馬祖村4號,(0836)22196,http://www.jjps.matsu.edu.tw,6,42,39,0,9,8
111,[72]連江縣,南竿鄉,國小,724603,縣立仁愛國小,公立,偏遠,[209]連江縣南竿鄉仁愛村95號,(0836)22146,http://www.raps.matsu.edu.tw,6,34,32,1.52,8,6
111,[72]連江縣,北竿鄉,國小,724604,縣立塘岐國小,公立,特偏,[210]連江縣北竿鄉塘岐村56號,(0836)55420,http://www.tcps.matsu.edu.tw,6,34,29,1.59,5,3
111,[72]連江縣,莒光鄉,國小,724606,縣立敬恆國(中)小,公立,極偏,[211]連江縣莒光鄉青帆村19號,(0836)88179,http://www.jhjh.matsu.edu.tw,5,6,4,0,1,0
111,[72]連江縣,莒光鄉,國小,724607,縣立東莒國小,公立,極偏,[211]連江縣莒光鄉大坪村4號,(0836)89043,http://www.djps.matsu.edu.tw,5,5,3,0,0,0
111,[72]連江縣,東引鄉,國小,724608,縣立東引國(中)小,公立,極偏,[212]連江縣東引鄉中柳村94號,(0836)77210,http://www.tyjh.matsu.edu.tw,6,19,22,2.44,4,7
111,[01]新北市,金山區,附設國中,014338,市立金山高中,公立,偏遠,[208]新北市金山區美田里文化二路2號,(02)24982028,http://www.cshs.ntpc.edu.tw,14,149,150,1.34,65,63
111,[01]新北市,雙溪區,附設國中,014347,市立雙溪高中,公立,偏遠,[227]新北市雙溪區梅竹蹊3號,(02)24931028,http://www.sxhs.ntpc.edu.tw,10,78,59,2.92,34,30
111,[01]新北市,石碇區,附設國中,014348,市立石碇高中,公立,偏遠,[223]新北市石碇區隆盛里八分寮45號,(02)26631224,http://www.sdhs.ntpc.edu.tw,5,37,32,1.45,25,15
111,[01]新北市,貢寮區,附設國中,014399,市立豐珠中學,公立,偏遠,[228]新北市貢寮區美豐里雞母嶺街6-6號,(02)24903727,http://www.fjjh.ntpc.edu.tw/,4,0,0,0,0,0
111,[01]新北市,八里區,國中,014527,市立八里國中,公立,偏遠,[249]新北市八里區荖阡坑路15號,(02)26102016,http://www.pljhs.ntpc.edu.tw,16,181,170,7.98,58,49
111,[01]新北市,石門區,國中,014537,市立石門實驗國中,公立,偏遠,[253]新北市石門區中央路1之9號,(02)26381273,http://www.smjh.ntpc.edu.tw,7,57,39,1.04,17,7
111,[01]新北市,萬里區,國中,014539,市立萬里國中,公立,偏遠,[207]新北市萬里區獅頭路24號,(02)24922053,http://www.wljhs.ntpc.edu.tw,7,54,50,6.73,19,18
111,[01]新北市,坪林區,國中,014540,市立坪林實驗國中,公立,特偏,[232]新北市坪林區國中路4號,(02)26656210,http://www.pljh.ntpc.edu.tw,6,57,38,1.05,25,15
111,[01]新北市,瑞芳區,國中,014544,市立瑞芳國中,公立,偏遠,[224]新北市瑞芳區三爪子坑路1號,(02)24972145,http://www.rfjh.ntpc.edu.tw,17,193,164,9.8,66,73
111,[01]新北市,瑞芳區,國中,014545,市立欽賢國中,公立,偏遠,[224]新北市瑞芳區崙頂路3之1號,(02)24972261,https://www2.cejh.ntpc.edu.tw/,3,9,6,0,13,7
111,[01]新北市,貢寮區,國中,014546,市立貢寮實驗國中,公立,偏遠,[228]新北市貢寮區嵩陽街42號,(02)24941941,http://www.kljh.ntpc.edu.tw,6,42,33,4,19,11
111,[01]新北市,平溪區,國中,014550,市立平溪國中,公立,偏遠,[226]新北市平溪區靜安路二段295號,(02)24951010,http://www.phjh.ntpc.edu.tw,6,12,13,0,11,5
111,[01]新北市,烏來區,國中,014551,市立烏來國中(小),公立,特偏,[233]新北市烏來區啦卡路5號,(02)26616482,https://www.wups.ntpc.edu.tw/,3,20,8,96.43,5,7
111,[03]桃園市,復興區,附設國中,034348,市立羅浮高中,公立,偏遠,[336]桃園市復興區羅浮里18號,(03)3825585,http://www.lfsh.tyc.edu.tw/,10,86,77,92.02,23,33
111,[03]桃園市,楊梅區,國中,034530,市立富岡國中,公立,偏遠,[326]桃園市楊梅區豐野里中正路456號,(03)4721113,http://www.fkjh.tyc.edu.tw,9,80,77,2.55,28,25
111,[03]桃園市,楊梅區,國中,034531,市立瑞原國中,公立,偏遠,[326]桃園市楊梅區民豐路69號,(03)4782242#11,http://www.ryjh.tyc.edu.tw,11,132,75,7.25,35,27
111,[03]桃園市,觀音區,國中,034533,市立觀音國中,公立,偏遠,[328]桃園市觀音區白玉里下庄子53之1號,(03)4732034,http://www.gijh.tyc.edu.tw,11,125,111,5.08,43,43
111,[03]桃園市,新屋區,國中,034536,市立大坡國中,公立,偏遠,[327]桃園市新屋區民有二路二段100號,(03)4768350,http://www.dpjhs.tyc.edu.tw,9,46,46,3.26,23,18
111,[03]桃園市,新屋區,國中,034537,市立永安國中,公立,偏遠,[327]桃園市新屋區中山西路三段96號,(03)4862507,http://www.yajh.tyc.edu.tw,9,43,36,6.33,22,17
111,[06]臺中市,大安區,國中,064512,市立大安國中,公立,偏遠,[439]臺中市大安區松雅里大安港路691號,(04)26872571,http://www.tajh.tc.edu.tw,9,55,47,1.96,21,21
111,[06]臺中市,烏日區,國中,064521,市立溪南國中,公立,偏遠,[414]臺中市烏日區溪南路一段731號,(04)23353959,http://www.snjh.tc.edu.tw,13,110,88,1.01,40,34
111,[06]臺中市,石岡區,國中,064527,市立石岡國中,公立,偏遠,[422]臺中市石岡區梅子里豐勢路國中巷1號,(04)25814191,https://sgjhs.tc.edu.tw/,14,134,102,1.69,53,38
111,[06]臺中市,東勢區,國中,064530,市立東華國中,公立,偏遠,[423]臺中市東勢區東關路五段500號,(04)25853219,http://www.thjh.tc.edu.tw,9,52,55,14.02,27,13
111,[06]臺中市,東勢區,國中,064531,市立東新國中,公立,偏遠,[423]臺中市東勢區東新里5鄰東環街123號,(04)25872684,http://www.tsihs.tc.edu.tw,10,46,35,7.41,23,12
111,[06]臺中市,和平區,國中,064533,市立和平國中,公立,極偏,[424]臺中市和平區東關路三段崑崙巷62號,(04)25941512,http://www.hpjh.tc.edu.tw,6,22,22,72.73,7,8
111,[06]臺中市,和平區,國中,064552,市立梨山國中(小),公立,極偏,[424]臺中市和平區梨山里福壽路10號,(04)25981510,http://www.lses.tc.edu.tw,6,22,25,59.57,10,6
111,[11]臺南市,仁德區,國中,114502,市立仁德文賢國中,公立,偏遠,[717]臺南市仁德區保安里中正路一段185號,(06)2662392,https://www.wsjh.tn.edu.tw,8,103,82,2.7,27,27
111,[11]臺南市,龍崎區,國中,114508,市立龍崎國中,公立,偏遠,[719]臺南市龍崎區崎頂里新市子258號,(06)5941475,https://www.lcjh.tn.edu.tw/,3,23,18,0,6,9
111,[11]臺南市,山上區,國中,114512,市立山上國中,公立,偏遠,[743]臺南市山上區山上里130號,(06)7021578,http://www.ssjh.tn.edu.tw/,3,33,32,1.54,9,6
111,[11]臺南市,楠西區,國中,114514,市立楠西國中,公立,偏遠,[715]臺南市楠西區中興路107號,(06)5751712,http://www.nsjhs.tn.edu.tw/,6,55,40,1.05,22,23
111,[11]臺南市,南化區,國中,114516,市立南化國中,公立,特偏,[716]臺南市南化區南化里227號,(06)5771105,http://www.nhjh.tn.edu.tw,3,38,30,1.47,12,8
111,[11]臺南市,左鎮區,國中,114517,市立左鎮國中,公立,偏遠,[713]臺南市左鎮區中正里170號,(06)5731015,http://www.tjjh.tn.edu.tw,3,39,19,0,14,9
111,[11]臺南市,大內區,國中,114522,市立大內國中,公立,偏遠,[742]臺南市大內區內江里319之1號,(06)5761010,http://www.dnjh.tn.edu.tw,6,57,51,3.7,18,20
111,[11]臺南市,佳里區,國中,114524,市立佳興國中,公立,偏遠,[722]臺南市佳里區民安里新宅34之1號,(06)7260291,http://www.jsjh.tn.edu.tw,4,25,37,1.61,17,10
111,[11]臺南市,將軍區,國中,114527,市立將軍國中,公立,偏遠,[725]臺南市將軍區忠嘉里昌平1之1號,(06)7942042,http://www.jjjh.tn.edu.tw,6,54,50,0,13,12
111,[11]臺南市,七股區,國中,114529,市立竹橋國中,公立,偏遠,[724]臺南市七股區義合里74之2號,(06)7891733,http://www.jcjhs.tn.edu.tw,3,23,27,0,13,12
111,[11]臺南市,北門區,國中,114530,市立北門國中,公立,偏遠,[727]臺南市北門區北門里井仔腳1-1號,(06)7862014,http://www.bmjh.tn.edu.tw,3,24,28,0,17,12
111,[11]臺南市,新營區,國中,114532,市立太子國中,公立,偏遠,[730]臺南市新營區太北里140之21號,(06)6524762,http://www.ttjh.tn.edu.tw,7,57,33,6.67,39,17
111,[11]臺南市,柳營區,國中,114536,市立柳營國中,公立,偏遠,[736]臺南市柳營區東昇里中山東路二段956號,(06)6223209,http://www.lyjh.tn.edu.tw,3,22,28,0,11,8
111,[11]臺南市,東山區,國中,114538,市立東原國中,公立,特偏,[733]臺南市東山區東原里瓦厝70號,(06)6861009,http://www.dyjh.tn.edu.tw,6,55,39,2.13,22,16
111,[11]臺南市,後壁區,國中,114539,市立後壁國中,公立,偏遠,[731]臺南市後壁區嘉苳里124之20號,(06)6871974,http://www.hbjh.tn.edu.tw,9,74,67,1.42,30,24
111,[11]臺南市,後壁區,國中,114540,市立菁寮國中,公立,偏遠,[731]臺南市後壁區長短樹里8鄰長短樹8之3號,(06)6621974,http://www.jljhs.tn.edu.tw/,3,18,14,3.13,8,9
111,[12]高雄市,杉林區,國中,123501,市立巴楠花部落國中(小),公立,特偏,[846]高雄市杉林區大愛里和氣街15號,(07)6776031,http://www.loxa.edu.tw/schoolweb/view/index.php?WebID=749&schnum=124730&MainType=HOME,3,10,11,80.95,3,3
111,[12]高雄市,六龜區,附設國中,124333,市立六龜高中,公立,極偏,[844]高雄市六龜區義寶里光復路212號,(07)6891023,http://www.lgm.kh.edu.tw/,7,50,48,17.35,22,25
111,[12]高雄市,大寮區,國中,124508,市立潮寮國中,公立,偏遠,[831]高雄市大寮區潮寮里潮寮路51之9號,(07)7879544#10,http://www.tlm.kh.edu.tw,6,63,70,3.01,23,23
111,[12]高雄市,大樹區,國中,124510,市立溪埔國中,公立,偏遠,[840]高雄市大樹區溪埔路1號,(07)6561335,http://www.xpm.kh.edu.tw,7,91,81,0.58,34,35
111,[12]高雄市,永安區,國中,124517,市立永安國中,公立,偏遠,[828]高雄市永安區保興一路3號,(07)6912064,http://www.yam.kh.edu.tw,6,63,63,0.79,26,18
111,[12]高雄市,田寮區,國中,124525,市立田寮國中,公立,偏遠,[823]高雄市田寮區南安里崗安路48號,(07)6361687,http://www.tia.kh.edu.tw,3,29,24,0,10,6
111,[12]高雄市,旗山區,國中,124528,市立圓富國中,公立,偏遠,[842]高雄市旗山區圓富里旗甲路2段609號,(07)6691004,http://www.yfm.kh.edu.tw,5,41,33,1.35,19,9
111,[12]高雄市,旗山區,國中,124529,市立大洲國中,公立,偏遠,[842]高雄市旗山區新光里新南巷5號,(07)6661378,http://www.dz.kh.edu.tw,3,18,16,2.94,11,8
111,[12]高雄市,美濃區,國中,124532,市立龍肚國中,公立,偏遠,[843]高雄市美濃區龍山里中華路68號,(07)6851314,http://www.ldm.kh.edu.tw,6,41,48,3.37,13,15
111,[12]高雄市,六龜區,國中,124534,市立寶來國中,公立,極偏,[844]高雄市六龜區寶來里中正路137號,(07)6881258,http://www.blm.kh.edu.tw,3,27,27,57.41,5,8
111,[12]高雄市,杉林區,國中,124535,市立杉林國中,公立,特偏,[846]高雄市杉林區月眉里清水路6號,(07)6771108,http://www.slm.kh.edu.tw,6,46,37,15.66,19,19
111,[12]高雄市,內門區,國中,124536,市立內門國中,公立,偏遠,[845]高雄市內門區中正路160巷30號,(07)6671002,http://www.nmm.kh.edu.tw,6,55,37,0,21,23
111,[12]高雄市,甲仙區,國中,124537,市立甲仙國中,公立,極偏,[847]高雄市甲仙區東安里文化南路6號,(07)6751018,http://www.jxm.kh.edu.tw,3,28,22,4,8,8
111,[12]高雄市,林園區,國中,124538,市立中芸國中,公立,偏遠,[832]高雄市林園區中芸里中芸路3之100號,(07)6425223,http://www.zym.kh.edu.tw,9,87,83,2.94,26,38
111,[12]高雄市,那瑪夏區,國中,124542,市立那瑪夏國中,公立,極偏,[849]高雄市那瑪夏區瑪雅里平和巷171號,(07)6701813,http://school.kh.edu.tw/view/index.php?WebID=171&MainType=HOME,6,40,45,80,10,13
111,[12]高雄市,茂林區,國中,124547,市立茂林國中,公立,極偏,[851]高雄市茂林區茂林里4之5號,(07)6801153,http://www.ml.kh.edu.tw,3,16,10,100,3,5
111,[12]高雄市,桃源區,國中,124548,市立桃源國中,公立,極偏,[848]高雄市桃源區勤和里南橫公路三段201號,(07)6861133,http://www.ty.kh.edu.tw,6,16,32,95.83,8,12
111,[02]宜蘭縣,南澳鄉,附設國中,024322,縣立南澳高中,公立,偏遠,[272]宜蘭縣南澳鄉蘇花路二段301號,(03)9981024,http://www.nojh.ilc.edu.tw,9,69,64,94.74,25,23
111,[02]宜蘭縣,大同鄉,國中,024523,縣立大同國中,公立,極偏,[267]宜蘭縣大同鄉太平村一鄰泰雅路四段35號,(03)9809611,http://www.dtjh.ilc.edu.tw,3,14,32,100,7,10
111,[04]新竹縣,竹東鎮,國中,044503,縣立員東國中,公立,偏遠,[310]新竹縣竹東鎮東峰路521號,(03)5963324,http://www.ydjh.hcc.edu.tw,8,81,48,43.41,25,17
111,[04]新竹縣,關西鎮,國中,044505,縣立石光國中,公立,偏遠,[306]新竹縣關西鎮石光里308巷44號,(03)5868019,https://sgjh.hcc.edu.tw/,3,36,20,0,15,6
111,[04]新竹縣,關西鎮,國中,044506,縣立富光國中,公立,偏遠,[306]新竹縣關西鎮東光里十六張49號,(03)5872224,http://www.fgjh.hcc.edu.tw,6,50,38,10.23,21,13
111,[04]新竹縣,新埔鎮,國中,044508,縣立照門國中,公立,偏遠,[305]新竹縣新埔鎮照門里照鏡7號,(03)5890214,http://www.jmjh.hcc.edu.tw,4,40,40,2.5,16,19
111,[04]新竹縣,竹北市,國中,044510,縣立鳳岡國中,公立,偏遠,[302]新竹縣竹北市大義里鳳岡路三段100號,(03)5561284,http://www.fkjh.hcc.edu.tw,7,85,60,1.38,27,25
111,[04]新竹縣,芎林鄉,國中,044512,縣立芎林國中,公立,偏遠,[307]新竹縣芎林鄉新鳳村74號,(03)5922775,http://www.cljh.hcc.edu.tw,13,117,124,7.47,47,38
111,[04]新竹縣,新豐鄉,國中,044514,縣立精華國中,公立,偏遠,[304]新竹縣新豐鄉後湖村八鄰166號,(03)5680923,http://www.ghjh.hcc.edu.tw,3,19,25,4.55,9,7
111,[04]新竹縣,橫山鄉,國中,044515,縣立橫山國中,公立,偏遠,[312]新竹縣橫山鄉中豐路二段415號,(03)5931665,http://www.hsjh.hcc.edu.tw,6,69,56,8.8,28,27
111,[04]新竹縣,橫山鄉,國中,044516,縣立華山國中,公立,偏遠,[312]新竹縣橫山鄉橫山街一段29號,(03)5934084,http://www.hwjh.hcc.edu.tw,4,29,30,11.86,9,12
111,[04]新竹縣,寶山鄉,國中,044517,縣立寶山國中,公立,偏遠,[308]新竹縣寶山鄉三峰路二段600號,(03)5202104,http://www.bsjh.hcc.edu.tw,6,68,47,5.22,23,30
111,[04]新竹縣,北埔鄉,國中,044518,縣立北埔國中,公立,偏遠,[314]新竹縣北埔鄉埔心街141號,(03)5802224,http://www.ppjh.hcc.edu.tw,6,58,52,3.64,26,25
111,[04]新竹縣,峨眉鄉,國中,044519,縣立峨眉國中,公立,偏遠,[315]新竹縣峨眉鄉峨眉街十鄰54號,(03)5800208,http://www.omjh.hcc.edu.tw,3,29,21,0,9,3
111,[04]新竹縣,五峰鄉,國中,044523,縣立五峰國中,公立,偏遠,[311]新竹縣五峰鄉大隘村六鄰113號,(03)5851006,http://www.wfjh.hcc.edu.tw,3,21,25,97.83,8,17
111,[04]新竹縣,尖石鄉,國中,044524,縣立尖石國中,公立,偏遠,[313]新竹縣尖石鄉嘉樂村三鄰八十號,(03)5841027,http://www.gsjh.hcc.edu.tw,12,113,102,96.28,29,33
111,[05]苗栗縣,通霄鎮,國中,054512,縣立南和國中,公立,偏遠,[357]苗栗縣通霄鎮南和里9鄰112之1號,(037)782404,https://nhjh.mlc.edu.tw/Home/Index.php,3,13,17,0,4,5
111,[05]苗栗縣,通霄鎮,國中,054513,縣立烏眉國中,公立,偏遠,[357]苗栗縣通霄鎮內湖里1鄰5-1號,(037)752409,https://wumeijh.mlc.edu.tw/Home/Index.php,7,57,37,0,28,30
111,[05]苗栗縣,通霄鎮,國中,054514,縣立啟新國中,公立,偏遠,[357]苗栗縣通霄鎮白東里135之2號,(037)792804,https://csjh.mlc.edu.tw/Home/Index.php,3,22,27,4.08,13,19
111,[05]苗栗縣,西湖鄉,國中,054515,縣立西湖國中,公立,偏遠,[368]苗栗縣西湖鄉龍洞村一鄰1之1號,(037)921016,http://www.shihujh.mlc.edu.tw,4,37,30,2.99,18,15
111,[05]苗栗縣,頭份市,國中,054518,縣立文英國中,公立,偏遠,[351]苗栗縣頭份市尖下里200號,(037)624260,http://www.wyjh.mlc.edu.tw,7,86,73,2.52,27,22
111,[05]苗栗縣,三灣鄉,國中,054521,縣立三灣國中,公立,偏遠,[352]苗栗縣三灣鄉三灣村忠信路17號,(037)831002,http://www.sw.mlc.edu.tw,4,42,42,2.38,20,17
111,[05]苗栗縣,南庄鄉,國中,054522,縣立南庄國中,公立,特偏,[353]苗栗縣南庄鄉東村中正路165號,(037)822027,https://njjh.mlc.edu.tw/Home/Index.php,6,48,46,51.06,31,25
111,[05]苗栗縣,造橋鄉,國中,054523,縣立造橋國中,公立,偏遠,[361]苗栗縣造橋鄉造橋村1鄰老庄27號,(037)562773,https://tcjh.mlc.edu.tw/Home/Index.php,6,54,47,2.97,15,12
111,[05]苗栗縣,造橋鄉,國中,054524,縣立大西國中,公立,偏遠,[361]苗栗縣造橋鄉大中街73號,(037)541080,https://dc.mlc.edu.tw/Home/Index.php,3,35,37,0,24,13
111,[05]苗栗縣,大湖鄉,國中,054527,縣立大湖國中,公立,偏遠,[364]苗栗縣大湖鄉靜湖村民族路80號,(037)991022,http://www.dahujh.mlc.edu.tw,4,35,44,22.78,23,16
111,[05]苗栗縣,大湖鄉,國中,054528,縣立南湖國中,公立,偏遠,[364]苗栗縣大湖鄉義和村12號,(037)992956,http://www.nanhujh.mlc.edu.tw,6,68,45,2.65,23,24
111,[05]苗栗縣,獅潭鄉,國中,054529,縣立獅潭國中,公立,偏遠,[354]苗栗縣獅潭鄉新店村21號,(037)931328,https://stjh.mlc.edu.tw/Home/Index.php,3,19,18,13.51,7,5
111,[05]苗栗縣,泰安鄉,國中,054531,縣立泰安國中(小),公立,特偏,[365]苗栗縣泰安鄉大興村32之1號,(037)991224,https://taian.mlc.edu.tw/Home/Index.php,3,23,12,91.43,5,3
111,[05]苗栗縣,通霄鎮,國中,054534,縣立福興武術國中(小),公立,偏遠,[357]苗栗縣通霄鎮福興里58之2號,(037)782984,https://fushing.mlc.edu.tw/Home/Index.php,6,55,16,11.27,16,7
111,[07]彰化縣,鹿港鎮,國中,074503,縣立鹿鳴國中,公立,偏遠,[505]彰化縣鹿港鎮頭南里頂草路三段167號,(04)7713846,http://www.lmjh.chc.edu.tw,26,316,321,0.94,130,111
111,[07]彰化縣,線西鄉,國中,074504,縣立線西國中,公立,偏遠,[507]彰化縣線西鄉寓埔村中央路二段145號,(04)7584129,http://www.hhjh.chc.edu.tw,13,201,158,0.56,67,62
111,[07]彰化縣,二林鎮,國中,074512,縣立萬興國中,公立,偏遠,[526]彰化縣二林鎮萬興里二溪路六段626號,(04)8682978,http://www.whjh.chc.edu.tw,6,56,62,0,21,11
111,[07]彰化縣,竹塘鄉,國中,074514,縣立竹塘國中,公立,偏遠,[525]彰化縣竹塘鄉竹塘村竹林路一段550號,(04)8972034,http://www.ctjhs.chc.edu.tw,21,311,274,0.68,92,95
111,[07]彰化縣,大城鄉,國中,074515,縣立大城國中,公立,偏遠,[527]彰化縣大城鄉東城村南平路224號,(04)8941022,http://www.tcjhs.chc.edu.tw,8,108,90,0,38,37
111,[07]彰化縣,芳苑鄉,國中,074516,縣立草湖國中,公立,偏遠,[528]彰化縣芳苑鄉草湖村功湖路140號,(04)8861051,https://sites.google.com/a/thjh.chc.edu.tw/2016home/home,8,90,93,2.73,46,27
111,[07]彰化縣,芳苑鄉,國中,074517,縣立芳苑國中,公立,偏遠,[528]彰化縣芳苑鄉仁愛村斗苑路芳苑段211號,(04)8983264,http://www.fyjhs.chc.edu.tw,8,108,90,3.03,40,24
111,[07]彰化縣,二水鄉,國中,074529,縣立二水國中,公立,偏遠,[530]彰化縣二水鄉源泉村月眉巷13號,(04)8791557,http://www.esjh.chc.edu.tw,6,50,36,0,30,12
111,[07]彰化縣,溪州鄉,國中,074532,縣立溪州國中,公立,偏遠,[524]彰化縣溪州鄉溪州村中央路三段300號,(04)8895054,http://www.ccjh.chc.edu.tw,11,155,108,1.14,59,53
111,[07]彰化縣,溪州鄉,國中,074533,縣立溪陽國中,公立,偏遠,[524]彰化縣溪州鄉成功村下柑路1號,(04)8802151,https://www.hyjh.chc.edu.tw/,8,94,91,1.08,41,39
111,[07]彰化縣,埤頭鄉,國中,074534,縣立埤頭國中,公立,偏遠,[523]彰化縣埤頭鄉崙腳村中學路67號,(04)8922004,http://www.ptjh.chc.edu.tw,19,250,210,0.43,106,94
111,[07]彰化縣,二林鎮,國中,074537,縣立原斗國中(小),公立,偏遠,[526]彰化縣二林鎮原斗里原竹路872號,(04)8904600,https://www.ydps.chc.edu.tw/,3,19,26,0,11,17
111,[07]彰化縣,芳苑鄉,國中,074543,縣立民權華德福實驗國中(小),公立,偏遠,[528]彰化縣芳苑鄉新生巷5之1號,(04)8932625,http://www.mces.chc.edu.tw,3,10,15,4,1,5
